studentID,course_name,subject,semester,grade,exam_date,absences_lectures,credits
3157,Physics,Electromagnetism,1,5,2022-09-30,0,0
3157,Physics,Geophysics,3,8,2023-08-16,0,0
3157,Physics,Nuclear Physics,4,2,2024-05-25,8,0
3157,Physics,Optics,4,14,2022-11-25,3,0
3157,Physics,Quantum Mechanics,2,17,2023-11-09,8,0
3157,Physics,Thermodynamics,1,18,2024-02-26,16,9
3161,Business Administration,Accounting,1,27,2024-06-06,2,12
3161,Business Administration,Finance,2,18,2022-11-09,17,9
3161,Business Administration,International Business,4,5,2022-12-27,6,0
3161,Business Administration,Macroeconomics,2,31,2023-07-04,6,6
3161,Business Administration,Marketing,1,3,2022-12-02,7,0
3161,Business Administration,Operations Management,3,26,2024-05-14,8,12
3161,Business Administration,Organizational Behavior,3,21,2023-11-14,5,12
3161,Business Administration,Public Law,3,0,2024-05-25,15,0
3161,Business Administration,Strategic Management,4,30,2024-06-22,4,6
3162,Chemistry,Analytical Chemistry,2,26,2022-09-14,4,6
3162,Chemistry,Materials Chemistry,4,18,2023-07-17,7,9
3162,Chemistry,Medicinal Chemistry,4,15,2024-03-13,7,0
3162,Chemistry,Quantum Chemistry,1,25,2023-03-05,0,12
3180,Electrical Engineering,Analog Circuits,4,30,2023-04-16,4,9
3180,Electrical Engineering,Circuits,4,8,2023-10-15,9,0
3180,Electrical Engineering,Embedded Systems,4,26,2024-02-13,13,12
3180,Electrical Engineering,Power Systems,4,1,2023-12-14,12,0
3180,Electrical Engineering,Robotics,2,16,2023-05-05,4,0
3180,Electrical Engineering,Signals and Systems,2,5,2024-05-09,6,0
3180,Electrical Engineering,VLSI Design,1,13,2024-06-25,4,0
3193,Business Administration,Accounting,2,28,2023-12-10,4,12
3193,Business Administration,Business Ethics,1,17,2023-08-14,9,0
3193,Business Administration,Human Resource Management,1,18,2023-03-08,17,12
3193,Business Administration,International Business,3,30,2024-03-13,10,12
3193,Business Administration,Microeconomics,1,9,2023-11-04,11,0
3193,Business Administration,Public Law,4,26,2024-05-31,13,6
3193,Business Administration,Strategic Management,2,21,2024-03-17,2,9
3193,Business Administration,Supply Chain Management,1,31,2023-03-13,6,9
3212,Biology,Biophysics,1,3,2023-11-25,18,0
3212,Biology,Ecology,2,12,2023-02-12,10,0
3212,Biology,Marine Biology,1,10,2023-06-14,9,0
3218,Mathematics,Differential Equations,1,20,2023-09-14,11,6
3218,Mathematics,Discrete Mathematics,4,25,2023-10-30,1,6
3218,Mathematics,Geometry,4,2,2023-05-26,10,0
3218,Mathematics,Number Theory,3,17,2023-05-21,3,0
3241,Business Administration,Accounting,4,2,2024-04-17,3,0
3241,Business Administration,Business Ethics,4,22,2023-04-14,6,12
3241,Business Administration,Finance,4,19,2023-10-07,2,9
3241,Business Administration,International Business,2,15,2023-03-30,14,0
3241,Business Administration,Macroeconomics,2,19,2023-07-24,1,12
3241,Business Administration,Management,4,19,2023-08-07,12,6
3241,Business Administration,Marketing,4,29,2023-10-02,11,12
3241,Business Administration,Microeconomics,4,22,2024-03-01,12,6
3241,Business Administration,Organizational Behavior,1,21,2023-11-05,8,9
3241,Business Administration,Strategic Management,2,11,2024-02-26,2,0
3241,Business Administration,Supply Chain Management,4,13,2023-08-13,3,0
3243,Psychology,Behavioral Neuroscience,1,2,2024-04-19,8,0
3243,Psychology,Clinical Psychology,3,15,2023-07-16,0,0
3243,Psychology,Counseling Psychology,2,31,2023-05-08,0,9
3243,Psychology,Educational Psychology,4,3,2023-10-30,3,0
3243,Psychology,Forensic Psychology,1,24,2023-01-08,18,12
3243,Psychology,Health Psychology,1,16,2024-01-01,7,0
3243,Psychology,Personality Psychology,3,16,2024-03-24,3,0
3243,Psychology,Research Methods,1,7,2024-04-17,8,0
3243,Psychology,Social Psychology,4,16,2024-03-15,6,0
3250,Computer Science,Artificial Intelligence,1,4,2023-08-28,13,0
3250,Computer Science,Cloud Computing,2,14,2024-01-19,9,0
3250,Computer Science,Computer Networks,1,20,2023-06-21,13,12
3250,Computer Science,Data Structures,3,30,2023-03-25,11,9
3250,Computer Science,Databases,1,0,2023-09-10,1,0
3250,Computer Science,Math,4,21,2023-06-20,2,6
3250,Computer Science,Mobile Computing,2,3,2024-02-22,2,0
3250,Computer Science,Programming,2,10,2023-09-05,9,0
3254,Mathematics,Abstract Algebra,1,3,2023-10-03,11,0
3254,Mathematics,Analysis,4,16,2024-01-25,10,0
3254,Mathematics,Complex Analysis,1,16,2023-06-19,6,0
3254,Mathematics,Geometry,2,12,2024-03-26,3,0
3254,Mathematics,Linear Algebra,1,0,2024-01-01,6,0
3254,Mathematics,Mathematical Logic,1,25,2023-05-04,4,12
3254,Mathematics,Mathematical Modeling,4,31,2022-11-14,12,12
3254,Mathematics,Real Analysis,2,27,2022-12-06,1,12
3254,Mathematics,Statistics,1,2,2023-12-12,14,0
3254,Mathematics,Topology,2,14,2024-04-26,3,0
3260,Mechanical Engineering,CAD/CAM,3,5,2024-05-19,1,0
3260,Mechanical Engineering,Control Systems,2,24,2023-03-15,1,12
3260,Mechanical Engineering,Dynamics,4,0,2024-02-13,1,0
3260,Mechanical Engineering,Fluid Mechanics,4,0,2024-01-20,4,0
3260,Mechanical Engineering,Manufacturing Processes,2,19,2023-07-16,11,6
3260,Mechanical Engineering,Math,1,29,2022-09-20,7,9
3260,Mechanical Engineering,Mechanics of Materials,1,18,2023-08-06,3,12
3260,Mechanical Engineering,Robotics,1,30,2022-10-12,3,9
3273,Data Science,Data Engineering,4,20,2023-09-21,5,9
3273,Data Science,Deep Learning,2,16,2023-07-22,11,0
3273,Data Science,Natural Language Processing,4,28,2023-04-23,5,9
3273,Data Science,Quantitative methods,3,28,2022-11-16,12,12
3281,Data Science,Introduction to machine learning,4,25,2023-12-18,4,6
3289,Mathematics,Complex Analysis,2,0,2024-06-06,6,0
3289,Mathematics,Geometry,3,10,2023-06-28,5,0
3289,Mathematics,Mathematical Modeling,4,18,2024-06-24,9,12
3289,Mathematics,Real Analysis,1,1,2023-03-20,11,0
3290,Chemistry,Analytical Chemistry,4,26,2023-02-12,5,9
3290,Chemistry,Biochemistry,3,23,2023-02-14,1,6
3290,Chemistry,Chemistry Lab Techniques,4,20,2023-04-21,0,9
3290,Chemistry,Environmental Chemistry,4,12,2022-09-07,4,0
3290,Chemistry,Industrial Chemistry,4,6,2024-06-21,2,0
3290,Chemistry,Inorganic Chemistry,4,25,2022-11-12,6,12
3290,Chemistry,Materials Chemistry,3,30,2022-11-18,5,9
3290,Chemistry,Medicinal Chemistry,4,20,2023-09-20,3,6
3290,Chemistry,Physical Chemistry,2,21,2023-01-10,11,6
3290,Chemistry,Polymer Chemistry,3,13,2023-03-15,7,0
3290,Chemistry,Quantum Chemistry,1,16,2023-10-24,5,0
3302,Chemistry,Chemical Thermodynamics,2,25,2023-02-19,13,12
3304,Mechanical Engineering,Control Systems,1,30,2023-08-01,18,6
3304,Mechanical Engineering,Dynamics,4,12,2022-10-19,3,0
3304,Mechanical Engineering,Math,3,23,2023-11-04,17,6
3304,Mechanical Engineering,Robotics,4,2,2024-01-17,9,0
3304,Mechanical Engineering,Solid Mechanics,3,28,2023-01-17,1,6
3304,Mechanical Engineering,Vibration Analysis,2,17,2023-05-05,5,0
3311,Data Science,Algorithms,1,16,2022-12-12,1,0
3311,Data Science,Introduction to machine learning,2,0,2022-11-03,2,0
3311,Data Science,Law and data,3,24,2023-08-29,11,12
3311,Data Science,Natural Language Processing,4,5,2024-02-20,5,0
3311,Data Science,Programming,1,2,2023-11-21,1,0
3311,Data Science,Quantitative methods,3,10,2023-01-30,14,0
3316,Chemistry,Analytical Chemistry,3,24,2023-02-09,15,6
3316,Chemistry,Biochemistry,4,5,2022-09-20,8,0
3316,Chemistry,Chemical Thermodynamics,1,28,2024-05-03,7,12
3316,Chemistry,Chemistry Lab Techniques,4,4,2023-01-25,4,0
3316,Chemistry,Electrochemistry,1,2,2024-02-22,0,0
3316,Chemistry,Environmental Chemistry,4,17,2022-12-23,17,0
3316,Chemistry,Industrial Chemistry,2,24,2023-06-17,10,6
3316,Chemistry,Inorganic Chemistry,1,22,2024-02-27,18,12
3316,Chemistry,Medicinal Chemistry,4,1,2024-05-09,4,0
3316,Chemistry,Organic Chemistry,3,18,2022-10-30,4,9
3316,Chemistry,Physical Chemistry,2,25,2023-09-15,10,12
3316,Chemistry,Quantum Chemistry,2,29,2024-02-27,13,9
3316,Chemistry,Spectroscopy,1,9,2023-12-08,0,0
3321,Business Administration,Human Resource Management,2,21,2023-03-08,5,6
3321,Business Administration,Macroeconomics,3,18,2023-07-25,18,9
3321,Business Administration,Marketing,3,15,2024-05-16,14,0
3321,Business Administration,Microeconomics,2,5,2023-04-10,11,0
3321,Business Administration,Operations Management,3,8,2023-09-18,8,0
3321,Business Administration,Organizational Behavior,3,3,2023-07-29,7,0
3321,Business Administration,Public Law,3,25,2023-02-25,6,9
3329,Psychology,Abnormal Psychology,1,29,2023-09-03,6,9
3329,Psychology,Counseling Psychology,2,7,2023-01-12,0,0
3340,Electrical Engineering,Analog Circuits,4,23,2024-03-23,9,12
3340,Electrical Engineering,Circuits,3,8,2022-11-13,1,0
3340,Electrical Engineering,Communication Systems,4,13,2023-10-21,2,0
3340,Electrical Engineering,Control Systems,4,21,2023-03-31,6,12
3340,Electrical Engineering,Signals and Systems,3,1,2022-12-26,4,0
3340,Electrical Engineering,VLSI Design,3,26,2024-01-14,15,9
3342,Business Administration,Business Ethics,1,16,2023-02-25,9,0
3342,Business Administration,Business Law,3,14,2023-12-21,1,0
3342,Business Administration,Macroeconomics,1,19,2024-05-23,4,6
3342,Business Administration,Marketing,3,14,2023-01-18,6,0
3342,Business Administration,Operations Management,4,10,2024-01-24,3,0
3351,Mathematics,Abstract Algebra,1,28,2023-12-24,1,6
3351,Mathematics,Analysis,3,20,2024-05-04,13,9
3351,Mathematics,Calculus,2,29,2023-12-10,0,6
3351,Mathematics,Differential Equations,2,5,2023-04-03,18,0
3351,Mathematics,Mathematical Logic,4,7,2023-10-01,6,0
3351,Mathematics,Number Theory,1,19,2023-08-18,2,12
3351,Mathematics,Probability,4,29,2023-07-03,12,12
3351,Mathematics,Real Analysis,1,7,2024-06-20,3,0
3351,Mathematics,Statistics,4,12,2022-11-28,15,0
3383,Chemistry,Chemical Thermodynamics,2,21,2024-05-24,2,12
3383,Chemistry,Chemistry Lab Techniques,2,25,2024-04-15,4,6
3383,Chemistry,Environmental Chemistry,4,2,2023-09-21,7,0
3383,Chemistry,Industrial Chemistry,2,30,2024-03-27,13,12
3383,Chemistry,Inorganic Chemistry,4,11,2023-11-09,15,0
3383,Chemistry,Medicinal Chemistry,1,4,2024-03-03,3,0
3383,Chemistry,Organic Chemistry,1,3,2023-09-29,5,0
3383,Chemistry,Polymer Chemistry,3,8,2024-01-13,5,0
3383,Chemistry,Spectroscopy,4,14,2024-05-15,12,0
3384,Data Science,Big Data Technologies,2,6,2023-10-18,1,0
3384,Data Science,Cloud Computing,4,22,2022-09-09,4,6
3384,Data Science,Data Engineering,1,16,2022-10-09,8,0
3384,Data Science,Deep Learning,3,27,2023-06-04,2,6
3384,Data Science,Law and data,3,10,2023-12-14,0,0
3384,Data Science,Natural Language Processing,2,19,2023-10-09,11,6
3384,Data Science,Programming,3,16,2023-12-14,2,0
3384,Data Science,Quantitative methods,1,11,2024-05-11,2,0
3384,Data Science,Statistical Methods,1,16,2022-09-17,13,0
3384,Data Science,Statistical Models,4,6,2023-01-28,1,0
3391,Chemistry,Analytical Chemistry,2,11,2023-09-19,6,0
3391,Chemistry,Chemical Engineering,2,7,2024-05-02,11,0
3391,Chemistry,Chemistry Lab Techniques,4,14,2023-05-04,6,0
3391,Chemistry,Industrial Chemistry,2,25,2024-04-06,6,9
3391,Chemistry,Materials Chemistry,3,31,2024-01-28,0,6
3391,Chemistry,Medicinal Chemistry,2,24,2023-11-14,6,6
3391,Chemistry,Quantum Chemistry,4,31,2024-02-10,1,6
3395,Electrical Engineering,Control Systems,2,1,2023-12-13,4,0
3395,Electrical Engineering,Electromagnetics,4,23,2023-02-17,0,6
3395,Electrical Engineering,Electromechanical Systems,2,21,2024-04-10,10,6
3395,Electrical Engineering,Microelectronics,2,12,2024-02-20,12,0
3395,Electrical Engineering,Network Analysis,2,6,2024-03-05,9,0
3395,Electrical Engineering,Robotics,1,30,2023-12-21,0,6
3395,Electrical Engineering,VLSI Design,2,0,2023-04-10,8,0
3397,Chemistry,Inorganic Chemistry,3,29,2022-09-15,3,9
3397,Chemistry,Organic Chemistry,1,14,2023-07-24,4,0
3397,Chemistry,Polymer Chemistry,4,14,2022-12-30,4,0
3410,Computer Science,Algorithms,3,5,2023-09-29,10,0
3410,Computer Science,Cloud Computing,1,26,2023-12-26,5,9
3410,Computer Science,Computer Networks,4,0,2023-10-16,6,0
3410,Computer Science,Cyber Security,4,23,2024-01-31,7,9
3410,Computer Science,Data Mining,4,10,2023-06-06,2,0
3410,Computer Science,Data Structures,4,16,2023-07-08,5,0
3410,Computer Science,Human-Computer Interaction,4,27,2022-11-09,4,12
3410,Computer Science,Operating Systems,3,9,2023-10-07,3,0
3410,Computer Science,Programming,3,23,2024-01-29,2,6
3420,Data Science,Data Engineering,4,15,2022-12-26,6,0
3420,Data Science,Data Visualization,1,29,2022-11-24,3,12
3420,Data Science,Deep Learning,2,26,2023-07-29,15,6
3420,Data Science,Introduction to machine learning,4,10,2022-12-20,12,0
3420,Data Science,Law and data,1,10,2023-06-27,14,0
3420,Data Science,Programming,4,4,2023-11-13,11,0
3420,Data Science,Quantitative methods,3,5,2023-04-15,6,0
3420,Data Science,Statistical Models,4,25,2023-03-03,0,9
3420,Data Science,Time Series Analysis,4,5,2022-09-14,3,0
3436,Biology,Biochemistry,2,11,2024-05-10,14,0
3436,Biology,Bioinformatics,1,18,2022-11-22,2,12
3436,Biology,Biophysics,2,2,2024-03-14,10,0
3436,Biology,Cell Biology,3,7,2023-07-03,12,0
3436,Biology,Developmental Biology,4,21,2023-02-08,2,9
3436,Biology,Genetics,3,21,2024-03-29,3,9
3436,Biology,Immunology,3,18,2022-10-04,17,12
3436,Biology,Marine Biology,4,1,2024-06-08,13,0
3436,Biology,Microbiology,1,28,2022-09-26,1,6
3436,Biology,Neurobiology,3,7,2023-01-25,6,0
3444,Mechanical Engineering,Control Systems,3,22,2023-12-30,5,12
3444,Mechanical Engineering,Fluid Mechanics,4,19,2024-04-26,16,12
3444,Mechanical Engineering,Heat Transfer,2,8,2022-10-19,4,0
3444,Mechanical Engineering,Manufacturing Processes,2,18,2023-05-26,16,9
3444,Mechanical Engineering,Robotics,4,0,2023-08-09,5,0
3444,Mechanical Engineering,Solid Mechanics,3,24,2023-10-10,6,9
3444,Mechanical Engineering,Vibration Analysis,4,9,2024-02-01,3,0
3445,Business Administration,Accounting,1,5,2024-05-17,0,0
3445,Business Administration,Human Resource Management,1,14,2023-09-29,7,0
3445,Business Administration,Macroeconomics,1,26,2024-03-15,15,6
3445,Business Administration,Marketing,1,17,2024-05-21,3,0
3445,Business Administration,Math,4,25,2024-03-15,3,12
3445,Business Administration,Microeconomics,1,16,2023-03-02,13,0
3445,Business Administration,Public Law,1,1,2023-10-15,2,0
3445,Business Administration,Supply Chain Management,4,20,2023-05-22,18,6
3451,Mechanical Engineering,Control Systems,2,2,2023-10-26,5,0
3451,Mechanical Engineering,Energy Systems,1,8,2024-02-02,12,0
3451,Mechanical Engineering,Fluid Mechanics,4,5,2023-07-28,7,0
3451,Mechanical Engineering,Manufacturing Processes,4,27,2024-01-07,2,9
3451,Mechanical Engineering,Material Science,4,8,2024-05-12,0,0
3451,Mechanical Engineering,Solid Mechanics,1,17,2022-10-13,1,0
3451,Mechanical Engineering,Thermodynamics,2,26,2023-03-03,2,12
3451,Mechanical Engineering,Vibration Analysis,2,12,2023-04-04,5,0
3454,Data Science,Introduction to machine learning,1,26,2023-10-28,2,12
3454,Data Science,Programming,4,6,2024-04-11,6,0
3454,Data Science,Statistical Models,3,7,2023-03-19,3,0
3454,Data Science,Time Series Analysis,2,9,2022-11-29,17,0
3457,Mathematics,Abstract Algebra,4,19,2023-05-31,6,6
3457,Mathematics,Combinatorics,1,3,2023-06-06,2,0
3457,Mathematics,Complex Analysis,2,16,2023-09-21,4,0
3457,Mathematics,Differential Equations,2,30,2023-09-30,6,12
3457,Mathematics,Discrete Mathematics,3,28,2023-08-21,3,9
3457,Mathematics,Geometry,3,22,2022-10-10,6,12
3457,Mathematics,Linear Algebra,4,5,2023-09-12,3,0
3457,Mathematics,Mathematical Modeling,1,9,2023-04-13,5,0
3457,Mathematics,Number Theory,1,22,2023-05-06,4,9
3457,Mathematics,Probability,3,3,2023-09-12,4,0
3457,Mathematics,Real Analysis,2,3,2023-05-10,17,0
3457,Mathematics,Topology,2,16,2024-04-14,6,0
3461,Computer Science,Algorithms,1,23,2024-05-11,3,12
3461,Computer Science,Artificial Intelligence,3,18,2024-02-15,13,6
3461,Computer Science,Cloud Computing,1,22,2023-04-30,4,12
3461,Computer Science,Computer Networks,3,17,2024-03-10,4,0
3461,Computer Science,Data Mining,2,4,2023-11-28,7,0
3461,Computer Science,Human-Computer Interaction,1,6,2022-10-27,1,0
3461,Computer Science,Operating Systems,3,19,2024-04-17,7,12
3461,Computer Science,Programming,1,26,2023-12-06,14,12
3461,Computer Science,Software Engineering,4,22,2024-04-11,1,6
3466,Mathematics,Abstract Algebra,4,14,2024-01-12,9,0
3507,Data Science,Cloud Computing,1,17,2023-04-25,0,0
3507,Data Science,Data Engineering,2,7,2023-11-08,9,0
3507,Data Science,Data Mining,1,15,2024-06-13,3,0
3507,Data Science,Introduction to machine learning,2,7,2024-04-13,10,0
3507,Data Science,Programming,1,0,2023-05-02,9,0
3512,Biology,Biochemistry,1,31,2024-03-04,16,12
3512,Biology,Bioinformatics,2,18,2024-06-24,11,12
3519,Computer Science,Artificial Intelligence,2,23,2023-03-31,0,6
3519,Computer Science,Computer Graphics,3,15,2024-06-10,1,0
3519,Computer Science,Computer Networks,2,12,2023-12-21,2,0
3519,Computer Science,Data Structures,4,10,2023-05-15,10,0
3519,Computer Science,Operating Systems,4,8,2022-09-04,7,0
3519,Computer Science,Software Engineering,2,24,2022-10-27,15,6
3528,Electrical Engineering,Embedded Systems,1,23,2024-05-16,0,12
3530,Computer Science,Cloud Computing,3,22,2023-12-30,3,6
3530,Computer Science,Cyber Security,1,8,2024-03-29,14,0
3530,Computer Science,Data Structures,1,2,2023-10-06,12,0
3530,Computer Science,Math,4,10,2024-06-03,7,0
3530,Computer Science,Software Engineering,3,2,2023-12-09,5,0
3548,Psychology,Developmental Psychology,3,29,2023-09-24,4,6
3548,Psychology,Educational Psychology,1,31,2024-05-16,14,6
3548,Psychology,Forensic Psychology,2,28,2024-01-04,3,12
3548,Psychology,Health Psychology,1,15,2023-02-18,5,0
3548,Psychology,Introduction to Psychology,4,3,2023-07-23,1,0
3548,Psychology,Personality Psychology,3,12,2023-01-16,3,0
3548,Psychology,Psychological Statistics,3,3,2023-05-08,11,0
3548,Psychology,Research Methods,3,12,2024-04-25,7,0
3551,Chemistry,Chemical Thermodynamics,1,6,2022-09-25,10,0
3551,Chemistry,Chemistry Lab Techniques,4,12,2023-08-14,11,0
3551,Chemistry,Materials Chemistry,2,22,2023-11-21,2,6
3551,Chemistry,Physical Chemistry,4,10,2023-02-18,2,0
3563,Physics,Classical Mechanics,2,23,2023-10-18,6,12
3563,Physics,Computational Physics,4,20,2024-02-03,8,9
3563,Physics,Electromagnetism,1,15,2024-04-14,10,0
3563,Physics,Nuclear Physics,2,21,2024-01-15,5,12
3563,Physics,Optics,1,26,2023-06-30,15,6
3563,Physics,Plasma Physics,2,20,2023-04-08,8,6
3564,Business Administration,Accounting,1,9,2023-06-17,3,0
3564,Business Administration,Business Law,4,9,2023-10-22,1,0
3564,Business Administration,Macroeconomics,2,11,2023-04-09,4,0
3564,Business Administration,Microeconomics,4,7,2024-01-10,10,0
3564,Business Administration,Operations Management,2,21,2024-04-11,4,12
3564,Business Administration,Organizational Behavior,3,19,2022-12-28,2,12
3564,Business Administration,Strategic Management,3,16,2024-04-16,7,0
3564,Business Administration,Supply Chain Management,1,8,2022-10-07,10,0
3568,Chemistry,Biochemistry,4,9,2023-12-24,4,0
3568,Chemistry,Chemical Engineering,2,24,2022-11-10,5,9
3568,Chemistry,Chemical Thermodynamics,1,16,2023-06-16,17,0
3568,Chemistry,Chemistry Lab Techniques,3,2,2023-04-12,2,0
3568,Chemistry,Electrochemistry,1,28,2024-06-19,5,6
3568,Chemistry,Industrial Chemistry,1,10,2024-04-28,0,0
3568,Chemistry,Polymer Chemistry,2,24,2023-12-05,1,6
3568,Chemistry,Quantum Chemistry,3,5,2023-05-04,0,0
3568,Chemistry,Spectroscopy,2,20,2024-02-22,10,6
3571,Computer Science,Algorithms,2,7,2024-01-24,17,0
3571,Computer Science,Artificial Intelligence,1,16,2024-05-18,4,0
3571,Computer Science,Computer Graphics,3,4,2023-10-05,5,0
3571,Computer Science,Data Mining,4,8,2023-02-28,5,0
3571,Computer Science,Data Structures,1,17,2023-01-24,5,0
3571,Computer Science,Math,1,28,2024-02-25,1,6
3571,Computer Science,Mobile Computing,4,22,2023-05-24,10,9
3571,Computer Science,Operating Systems,1,31,2023-03-21,3,12
3571,Computer Science,Programming,4,8,2024-01-27,13,0
3603,Physics,Astrophysics,1,12,2024-01-02,1,0
3603,Physics,Biophysics,4,13,2024-03-26,2,0
3603,Physics,Condensed Matter Physics,4,11,2023-08-20,5,0
3603,Physics,Electromagnetism,3,3,2023-05-05,8,0
3603,Physics,Geophysics,4,21,2023-12-09,4,9
3603,Physics,Nuclear Physics,4,16,2023-01-24,1,0
3603,Physics,Optics,4,6,2023-05-07,2,0
3603,Physics,Plasma Physics,1,3,2023-05-09,6,0
3603,Physics,Quantum Mechanics,4,12,2024-03-03,8,0
3610,Computer Science,Computer Networks,4,2,2023-07-20,9,0
3610,Computer Science,Data Mining,3,28,2023-10-18,13,9
3610,Computer Science,Data Structures,1,25,2024-06-08,1,9
3610,Computer Science,Math,3,22,2023-08-02,2,12
3610,Computer Science,Operating Systems,2,5,2023-05-25,0,0
3610,Computer Science,Software Engineering,4,14,2022-12-23,4,0
3610,Computer Science,Web Development,2,11,2023-06-17,2,0
3612,Computer Science,Algorithms,2,13,2023-11-27,8,0
3612,Computer Science,Artificial Intelligence,3,16,2023-09-16,11,0
3612,Computer Science,Cloud Computing,1,21,2023-05-31,17,12
3612,Computer Science,Computer Graphics,3,31,2024-03-07,1,12
3612,Computer Science,Computer Networks,3,18,2024-06-10,7,12
3612,Computer Science,Databases,2,24,2024-02-03,10,6
3612,Computer Science,Human-Computer Interaction,2,24,2024-04-14,2,12
3612,Computer Science,Programming,3,13,2022-10-13,5,0
3612,Computer Science,Software Engineering,4,23,2024-05-13,6,9
3622,Psychology,Counseling Psychology,3,19,2023-07-25,0,6
3622,Psychology,Health Psychology,4,12,2023-01-03,2,0
3622,Psychology,Psychological Statistics,2,7,2024-05-11,5,0
3622,Psychology,Research Methods,3,22,2022-09-19,1,9
3622,Psychology,Social Psychology,3,26,2022-11-23,0,9
3631,Psychology,Clinical Psychology,4,18,2023-04-03,0,6
3631,Psychology,Educational Psychology,4,4,2024-02-12,4,0
3631,Psychology,Health Psychology,2,14,2023-09-18,9,0
3631,Psychology,Industrial-Organizational Psychology,4,2,2023-07-11,0,0
3631,Psychology,Introduction to Psychology,3,20,2023-09-22,4,9
3631,Psychology,Personality Psychology,4,20,2023-03-04,9,6
3631,Psychology,Psychological Statistics,4,11,2023-04-04,1,0
3631,Psychology,Research Methods,2,27,2024-02-17,6,9
3634,Business Administration,Business Law,4,5,2022-10-02,15,0
3634,Business Administration,Human Resource Management,4,8,2024-04-26,11,0
3634,Business Administration,International Business,3,9,2024-03-19,0,0
3634,Business Administration,Macroeconomics,4,14,2022-09-09,11,0
3634,Business Administration,Microeconomics,3,28,2023-04-28,12,12
3634,Business Administration,Organizational Behavior,3,19,2022-09-25,2,9
3634,Business Administration,Public Law,1,25,2024-05-31,12,6
3634,Business Administration,Supply Chain Management,2,2,2024-01-03,9,0
3642,Psychology,Behavioral Neuroscience,2,30,2022-11-14,9,12
3642,Psychology,Counseling Psychology,2,29,2023-12-15,7,6
3642,Psychology,Developmental Psychology,1,23,2024-01-26,5,12
3642,Psychology,Educational Psychology,4,1,2024-01-07,14,0
3642,Psychology,Forensic Psychology,3,10,2023-08-02,1,0
3642,Psychology,Industrial-Organizational Psychology,1,6,2024-04-23,4,0
3642,Psychology,Introduction to Psychology,2,21,2023-10-31,2,6
3642,Psychology,Psychopharmacology,2,11,2022-09-16,3,0
3648,Mathematics,Complex Analysis,1,1,2024-01-17,2,0
3648,Mathematics,Mathematical Modeling,4,17,2023-03-14,5,0
3648,Mathematics,Number Theory,3,14,2023-01-23,0,0
3648,Mathematics,Real Analysis,2,22,2023-04-15,13,12
3648,Mathematics,Topology,1,29,2024-01-12,10,6
3667,Mathematics,Analysis,1,20,2023-05-31,3,6
3667,Mathematics,Complex Analysis,1,31,2024-02-23,9,6
3667,Mathematics,Linear Algebra,1,4,2023-10-29,8,0
3667,Mathematics,Mathematical Modeling,2,16,2022-11-25,3,0
3667,Mathematics,Number Theory,4,24,2023-03-24,0,6
3667,Mathematics,Topology,2,29,2023-04-16,2,12
3668,Computer Science,Algorithms,2,18,2022-10-14,6,9
3668,Computer Science,Cloud Computing,4,16,2023-11-08,1,0
3668,Computer Science,Computer Networks,2,2,2024-04-27,13,0
3668,Computer Science,Data Mining,2,22,2022-10-31,2,9
3668,Computer Science,Data Structures,3,10,2023-08-24,3,0
3668,Computer Science,Databases,3,3,2024-01-03,3,0
3668,Computer Science,Human-Computer Interaction,4,21,2023-02-11,5,12
3668,Computer Science,Math,3,10,2022-11-10,2,0
3668,Computer Science,Mobile Computing,4,3,2024-01-19,9,0
3668,Computer Science,Software Engineering,1,15,2023-04-24,12,0
3668,Computer Science,Web Development,1,19,2023-08-31,15,6
3688,Data Science,Algorithms,4,4,2024-01-31,4,0
3688,Data Science,Big Data Technologies,3,22,2023-11-01,4,12
3688,Data Science,Data Engineering,1,2,2024-04-23,2,0
3688,Data Science,Data Mining,2,22,2023-03-11,12,9
3688,Data Science,Introduction to machine learning,2,14,2023-08-31,10,0
3688,Data Science,Law and data,2,1,2023-07-03,0,0
3688,Data Science,Machine Learning,4,19,2023-11-19,7,6
3688,Data Science,Natural Language Processing,3,13,2023-02-15,5,0
3688,Data Science,Statistical Methods,3,26,2024-03-06,8,12
3701,Mechanical Engineering,CAD/CAM,1,0,2024-04-01,4,0
3701,Mechanical Engineering,Heat Transfer,4,3,2024-02-17,11,0
3701,Mechanical Engineering,Material Science,3,29,2024-03-26,9,9
3701,Mechanical Engineering,Math,2,23,2024-06-07,11,6
3701,Mechanical Engineering,Robotics,2,14,2024-02-14,9,0
3701,Mechanical Engineering,Solid Mechanics,2,4,2023-08-16,10,0
3701,Mechanical Engineering,Thermodynamics,2,5,2023-11-16,3,0
3703,Chemistry,Analytical Chemistry,3,13,2023-11-10,6,0
3703,Chemistry,Biochemistry,2,25,2023-04-17,14,6
3703,Chemistry,Chemical Thermodynamics,4,5,2024-01-04,7,0
3703,Chemistry,Environmental Chemistry,4,10,2024-05-20,3,0
3703,Chemistry,Industrial Chemistry,2,23,2024-02-25,4,12
3703,Chemistry,Inorganic Chemistry,3,20,2024-03-31,0,9
3703,Chemistry,Materials Chemistry,3,14,2024-05-19,8,0
3703,Chemistry,Polymer Chemistry,1,5,2023-01-07,0,0
3703,Chemistry,Quantum Chemistry,3,5,2024-03-17,3,0
3708,Business Administration,Accounting,1,27,2024-02-28,16,6
